station_name,station_id,coord1_system,coord1_lat,coord1_lon,coord2_system,coord2_lat,coord2_lon,distance_m,lat_diff,lon_diff
台北,466920,WGS84,25.0375,121.5625,TWD97_converted,24.866684602946464,124.0474017103332,251656.92651524837,0.17081539705353777,2.4849017103332045
台中,467490,WGS84,24.1477,120.6736,TWD97_converted,24.005323931009702,123.27559861994317,265066.81525820313,0.14237606899029842,2.601998619943174
高雄,467440,WGS84,22.6273,120.3014,TWD97_converted,22.517804527488323,122.34372958287356,210386.30901288113,0.10949547251167857,2.0423295828735633
