shelter_name,shelter_location,is_indoor,capacity,nearest_aqi_station,nearest_aqi_county,nearest_aqi,nearest_aqi_level,distance_to_station_m,risk_label,disaster_types,shelter_lat,shelter_lon
五峰活動中心,新竹縣,True,110,台中,台中市,45,良好,48387.32817485773,Safe,"水災,震災,土石流",24.386,121.073
金門縣烈嶼鄉林湖村辦公處,金門縣烈嶼鄉,True,30,嘉義,嘉義市,40,良好,247218.6040103987,Safe,"水災,震災,土石流,海嘯",24.428328,118.248571
南坑村集會所暨南外社區活動中心,新竹縣北埔鄉,True,20,新竹,新竹市,38,良好,18080.87243297003,Safe,"水災,震災,土石流",24.6725,121.0561
烏坵鄉小坵村活動中心,金門縣烏坵鄉,True,20,新竹,新竹市,38,良好,152165.24724724263,Safe,,24.98,119.47
金門縣烏坵鄉公所大廳,金門縣烏坵鄉,True,30,新竹,新竹市,38,良好,153963.86128820488,Safe,,24.988739,119.453178
霞雲社區活動中心,桃園市復興區,True,36,土城,新北市,36,良好,19294.20762621761,Safe,"水災,震災,土石流,海嘯",24.814018,121.406238
澤仁里辦公處,桃園市復興區,True,40,桃園,桃園市,42,良好,19652.721357312654,Safe,"水災,震災,土石流,海嘯",24.820601,121.351987
奎輝里活動中心,桃園市復興區,True,50,桃園,桃園市,42,良好,21970.119345401014,Safe,"水災,震災,土石流,海嘯",24.797047,121.334302
高義教會,桃園市復興區,True,61,桃園,桃園市,42,良好,32251.69748784792,Safe,"水災,震災,土石流,海嘯",24.706112,121.354462
東莒老人活動中心,連江縣莒光鄉,True,0,新竹,新竹市,38,良好,161387.5305265327,Safe,,25.956666,119.977206
福正風景管理處,連江縣莒光鄉,True,0,新竹,新竹市,38,良好,161338.69188125344,Safe,,25.961848,119.985351
莒光指揮部國軍文康中心,連江縣莒光鄉,True,0,新竹,新竹市,38,良好,166078.6619815072,Safe,,25.97828,119.932125
田沃老人活動中心,連江縣莒光鄉,True,0,新竹,新竹市,38,良好,164769.90908142237,Safe,,25.972438,119.944922
青帆老人活動中心,連江縣莒光鄉,True,150,新竹,新竹市,38,良好,165263.4675845685,Safe,,25.969995,119.933712
敬恆國中小禮堂,連江縣莒光鄉,True,200,新竹,新竹市,38,良好,165320.5245165842,Safe,,25.970819,119.933934
東莒國小綜合教室,連江縣莒光鄉,True,200,新竹,新竹市,38,良好,161464.89448118812,Safe,,25.957484,119.97711
石牌社區活動中心,桃園市新屋區,True,50,林口,新北市,28,良好,107022.4276509702,Safe,"水災,震災",26.0,121.051297
上大社區活動中心,桃園市觀音區,True,0,桃園,桃園市,42,良好,16694.264158732516,Safe,,24.978234,121.147333
武威社區活動中心,桃園市觀音區,True,0,桃園,桃園市,42,良好,24368.03300367476,Safe,,25.028242,121.073317
塔腳社區活動中心,桃園市觀音區,True,0,林口,新北市,28,良好,16405.07872416927,Safe,,25.049298,121.154708
廣福社區活動中心,桃園市觀音區,True,0,桃園,桃園市,42,良好,16241.977963624659,Safe,,25.019018,121.153383
草漯國民小學,桃園市觀音區,True,100,林口,新北市,28,良好,17629.49842956697,Safe,,25.045941,121.142939
上大國民小學,桃園市觀音區,True,100,桃園,桃園市,42,良好,16742.29694805753,Safe,,24.979129,121.146755
崙坪國民小學,桃園市觀音區,True,100,桃園,桃園市,42,良好,15073.645087228786,Safe,,24.999596,121.162676
富林國民小學,桃園市觀音區,True,100,林口,新北市,28,良好,18925.77251704345,Safe,,25.062195,121.1285
樹林國民小學,桃園市觀音區,True,100,林口,新北市,28,良好,18929.063886923188,Safe,,25.062176,121.128468
觀音區公所綠資源中心,桃園市觀音區,True,0,桃園,桃園市,42,良好,23346.450764228885,Safe,,25.028281,121.083597
空軍第737戰術戰鬥機聯隊,臺東縣臺東市,True,329,林口,新北市,28,良好,265678.635879643,Safe,,27.0,119.752122
高雄市前鎮區光華國民小學,高雄市前鎮區,True,300,高雄,高雄市,150,對敏感族群不健康,1774.1522960549034,High Risk,"水災,震災,土石流,海嘯",22.615,120.32
大武國小,臺東縣大武鄉,True,350,高雄,高雄市,150,對敏感族群不健康,67381.74855999814,High Risk,"水災,震災,土石流,海嘯",22.365009,120.905497
尖山國小操場,苗栗縣頭份市,True,200,新竹,新竹市,38,良好,19990.335056201246,Safe,"水災,震災,土石流,海嘯",24.64686,120.894048
高雄市小港區鳳林國民小學,高雄市小港區,True,300,高雄,高雄市,150,對敏感族群不健康,11840.246077178319,High Risk,"水災,震災,土石流,海嘯",22.527,120.343
後庄社區活動中心,桃園市新屋區,True,50,林口,新北市,28,良好,202810.0685155874,Safe,"水災,震災",26.870923,121.011554
望間社區活動中心,桃園市新屋區,True,50,林口,新北市,28,良好,202793.3958554356,Safe,"水災,震災",26.87753,121.065984
社子社區活動中心,桃園市新屋區,True,50,林口,新北市,28,良好,203506.91410601893,Safe,水災,26.886062,121.085281
頭洲社區活動中心,桃園市新屋區,True,50,林口,新北市,28,良好,203324.57995365892,Safe,"水災,震災",26.888575,121.130215
深圳社區活動中心,桃園市新屋區,True,50,林口,新北市,28,良好,205061.77583639752,Safe,"水災,震災",26.890879,121.007673
東明社區活動中心,桃園市新屋區,True,50,林口,新北市,28,良好,204540.34462959267,Safe,"水災,震災",26.894742,121.078766
九斗社區活動中心,桃園市新屋區,True,50,林口,新北市,28,良好,204353.39476350625,Safe,"水災,震災",26.896771,121.117328
?榔社區活動中心,桃園市新屋區,True,50,林口,新北市,28,良好,205175.99823077928,Safe,"水災,震災",26.898658,121.06181
下田社區活動中心,桃園市新屋區,True,50,林口,新北市,28,良好,206403.8319311924,Safe,"水災,震災",26.908939,121.054326
永安社區活動中心,桃園市新屋區,True,50,林口,新北市,28,良好,207517.60546761943,Safe,"水災,震災",26.915734,121.02689
石磊社區活動中心,桃園市新屋區,True,50,林口,新北市,28,良好,207518.00641505237,Safe,"水災,震災",26.921813,121.079829
永興社區活動中心,桃園市新屋區,True,50,林口,新北市,28,良好,208635.987006762,Safe,"水災,震災",26.92647,121.031521
大武社區活動中心,屏東縣霧臺鄉,True,30,高雄,高雄市,150,對敏感族群不健康,47187.004251352744,High Risk,"水災,土石流",22.757534,120.754782
和平國小,花蓮縣秀林鄉,True,250,新店,新北市,35,良好,77404.43151583248,Safe,"水災,土石流",24.308073,121.748879
佳義社區活動中心,屏東縣瑪家鄉,True,0,高雄,高雄市,150,對敏感族群不健康,32424.981505569205,High Risk,"水災,土石流",22.653475,120.630874
中東社區活動中心,彰化縣員林市,True,30,台中,台中市,45,良好,20989.531309621365,Safe,"水災,土石流,海嘯",23.971414,120.599689
崇實高工體育館,彰化縣員林市,True,80,台中,台中市,45,良好,23049.117555992863,Safe,"水災,震災,土石流,海嘯",23.961057,120.574848
東芳國小,彰化縣彰化市,True,145,台中,台中市,45,良好,18558.85100943051,Safe,"水災,震災,土石流,海嘯",24.062538,120.516345
三義社區活動中心,彰化縣員林市,True,200,台中,台中市,45,良好,24396.0260565068,Safe,"水災,土石流,海嘯",23.95268,120.563531
大同國中,彰化縣員林市,True,200,台中,台中市,45,良好,22629.921850016974,Safe,"水災,震災,土石流,海嘯",23.963213,120.579502
員林農工體育館,彰化縣員林市,True,200,台中,台中市,45,良好,23352.32285602939,Safe,"水災,震災,土石流,海嘯",23.955187,120.581692
員林市員東國小,彰化縣員林市,True,200,台中,台中市,45,良好,22443.319780451395,Safe,"水災,震災,土石流,海嘯",23.961879,120.587309
員林市員林國中活動中心,彰化縣員林市,True,200,台中,台中市,45,良好,22159.97786741101,Safe,"水災,震災,土石流,海嘯",23.979184,120.557085
員林市員林國小,彰化縣員林市,True,300,台中,台中市,45,良好,22960.726202429374,Safe,"水災,震災,土石流,海嘯",23.960059,120.57921
健康公園,臺中市南區,True,7500,台中,台中市,45,良好,3167.1324804861874,Safe,震災,24.119757,120.667553
屏東市信義國小,屏東縣屏東市,True,965,高雄,高雄市,150,對敏感族群不健康,19064.50190146687,High Risk,"水災,震災",22.68523,120.49197
光隆營區,臺中市太平區,True,80,台中,台中市,45,良好,7057.856347677579,Safe,"水災,土石流",24.1112,120.7305
大快官藝文館,彰化縣彰化市,True,45,台中,台中市,45,良好,10718.851740719047,Safe,"水災,震災,土石流,海嘯",24.068651,120.613159
彰德國中勤學樓、育英樓穿堂,彰化縣彰化市,True,45,台中,台中市,45,良好,11353.24644670329,Safe,"水災,震災,土石流,海嘯",24.08054,120.589342
介壽社區活動中心,彰化縣彰化市,True,45,台中,台中市,45,良好,15032.762911466349,Safe,"水災,震災,土石流,海嘯",24.070873,120.551727
國聖國小,彰化縣彰化市,True,54,台中,台中市,45,良好,12353.923116491218,Safe,"水災,震災,土石流,海嘯",24.092292,120.568089
石牌國小,彰化縣彰化市,True,63,台中,台中市,45,良好,11562.788810405566,Safe,"水災,震災,土石流,海嘯",24.058558,120.614942
茄苳社區活動中心,彰化縣彰化市,True,64,台中,台中市,45,良好,13655.023850673962,Safe,"水災,土石流,海嘯",24.10378,120.547944
三民國小,彰化縣彰化市,True,77,台中,台中市,45,良好,9827.33493435551,Safe,"水災,震災,土石流,海嘯",24.085743,120.604547
南北管戲曲音樂館,彰化縣彰化市,True,77,台中,台中市,45,良好,17058.757811403535,Safe,"水災,震災,土石流,海嘯",24.068206,120.529851
牛埔社區活動中心,彰化縣彰化市,True,78,台中,台中市,45,良好,10677.33486453642,Safe,"水災,震災,土石流,海嘯",24.081368,120.597531
桃源社區活動中心,彰化縣彰化市,True,90,台中,台中市,45,良好,14318.127294592316,Safe,"水災,震災,土石流,海嘯",24.072547,120.559047
南興社區活動中心,彰化縣彰化市,True,93,台中,台中市,45,良好,17484.84040103088,Safe,"水災,震災,土石流,海嘯",24.056604,120.533189
快官社區活動中心,彰化縣彰化市,True,115,台中,台中市,45,良好,10806.606316080119,Safe,"水災,震災,土石流,海嘯",24.068422,120.612013
福山社區活動中心,彰化縣彰化市,True,177,台中,台中市,45,良好,12644.701306176477,Safe,"水災,震災,土石流,海嘯",24.082668,120.571394
延和社區活動中心,彰化縣彰化市,True,184,台中,台中市,45,良好,16891.870859917148,Safe,"水災,震災,土石流,海嘯",24.059306,120.538252
泰和國小,彰化縣彰化市,True,203,台中,台中市,45,良好,13812.211858897695,Safe,"水災,震災,土石流,海嘯",24.092496,120.55168
彰興國中,彰化縣彰化市,True,242,台中,台中市,45,良好,16894.025490672135,Safe,"水災,震災,土石流,海嘯",24.059274,120.538251
信義國中小,彰化縣彰化市,True,399,台中,台中市,45,良好,17528.780929228844,Safe,"水災,震災,土石流,海嘯",24.062723,120.52814
雅溝社區活動中心,彰化縣和美鎮,True,150,台中,台中市,45,良好,19135.763467568708,Safe,"水災,土石流,海嘯",24.099707,120.492521
介達國小 Jieda Elementary School,臺東縣金峰鄉,True,100,左營,高雄市,30,良好,158622.01229554633,Safe,,21.201237,120.237198
湖口鄉信勢國小禮堂,新竹縣湖口鄉,True,385,高雄,高雄市,150,對敏感族群不健康,110043.90316368888,High Risk,"震災,土石流,海嘯",21.9002,121.0376
港口社區活動中心,屏東縣滿州鄉,True,50,高雄,高雄市,150,對敏感族群不健康,88423.67175827727,High Risk,"水災,土石流",21.9912,120.8271
恆春國中收容所,屏東縣恆春鎮,True,1400,高雄,高雄市,150,對敏感族群不健康,82692.45779663327,High Risk,"水災,震災,土石流,海嘯",22.0031,120.7475
恆春鎮公所,屏東縣恆春鎮,True,220,高雄,高雄市,150,對敏感族群不健康,82621.21538928732,High Risk,"水災,震災,土石流,海嘯",22.0038,120.7474
永靖社區活動中心,屏東縣滿州鄉,True,30,高雄,高雄市,150,對敏感族群不健康,86077.36659268945,High Risk,"水災,土石流,海嘯",22.0052,120.8092
永港國民小學,屏東縣滿州鄉,True,100,高雄,高雄市,150,對敏感族群不健康,86533.0578920822,High Risk,"水災,土石流,海嘯",22.005679,120.817377
恒春國小收容所,屏東縣恆春鎮,True,200,高雄,高雄市,150,對敏感族群不健康,82332.98649871138,High Risk,"水災,震災,土石流,海嘯",22.0064,120.7466
僑勇國小收容所,屏東縣恆春鎮,True,430,高雄,高雄市,150,對敏感族群不健康,81984.41444076224,High Risk,"水災,震災,土石流,海嘯",22.0087,120.7442
滿州國民小學,屏東縣滿州鄉,True,100,高雄,高雄市,150,對敏感族群不健康,86531.15167832383,High Risk,"水災,震災,土石流,海嘯",22.020382,120.838101
屏東縣滿州鄉公所,屏東縣滿州鄉,True,30,高雄,高雄市,150,對敏感族群不健康,86517.82513893784,High Risk,"水災,土石流,海嘯",22.0209,120.8386
舊蘭嶼國小,臺東縣蘭嶼鄉,True,100,高雄,高雄市,150,對敏感族群不健康,144309.60819463088,High Risk,"水災,土石流,海嘯",22.0211,121.5546
滿州社區活動中心,屏東縣滿州鄉,True,30,高雄,高雄市,150,對敏感族群不健康,86212.58953410214,High Risk,"水災,土石流,海嘯",22.0233,120.8371
屏東縣滿州鄉圖書館,屏東縣滿州鄉,True,100,高雄,高雄市,150,對敏感族群不健康,86163.8441563702,High Risk,"水災,土石流,海嘯",22.0243,120.8377
滿州國民中學,屏東縣滿州鄉,True,100,高雄,高雄市,150,對敏感族群不健康,86274.50455287746,High Risk,"水災,震災,土石流,海嘯",22.024499,120.839695
蘭恩活動中心,臺東縣蘭嶼鄉,True,500,高雄,高雄市,150,對敏感族群不健康,142635.40115861376,High Risk,"水災,震災,土石流",22.026,121.539
蘭嶼國民小學,臺東縣蘭嶼鄉,True,100,高雄,高雄市,150,對敏感族群不健康,141288.8861838574,High Risk,"水災,震災,土石流,海嘯",22.0302,121.5266
響林活動中心,屏東縣滿州鄉,True,50,高雄,高雄市,150,對敏感族群不健康,84729.56760233772,High Risk,"水災,土石流,海嘯",22.0377,120.8335
椰油國民小學,臺東縣蘭嶼鄉,True,100,高雄,高雄市,150,對敏感族群不健康,139677.7764644911,High Risk,"水災,震災,土石流",22.0453,121.5176
蘭嶼完全高級中學,臺東縣蘭嶼鄉,True,500,高雄,高雄市,150,對敏感族群不健康,139008.8592236703,High Risk,"水災,震災,土石流",22.0494,121.5126
屏東縣立車城國小保力分校,屏東縣車城鄉,True,63,高雄,高雄市,150,對敏感族群不健康,76624.88658761064,High Risk,"水災,震災,海嘯",22.0561,120.7275
屏東縣立車城國小射寮分校,屏東縣車城鄉,True,63,高雄,高雄市,150,對敏感族群不健康,75688.51808037152,High Risk,"水災,震災",22.0567,120.7118
屏東縣立車城國中,屏東縣車城鄉,True,350,高雄,高雄市,150,對敏感族群不健康,74441.457733687,High Risk,"水災,震災,海嘯",22.0729,120.7165
高士國小牡林分校,屏東縣牡丹鄉,True,304,高雄,高雄市,150,對敏感族群不健康,80401.63072416604,High Risk,"水災,震災,土石流,海嘯,核子事故",22.0731,120.8139
長樂村長壽俱樂部,屏東縣滿州鄉,True,50,高雄,高雄市,150,對敏感族群不健康,81093.17030431278,High Risk,"水災,土石流,海嘯",22.0742,120.8258
屏東縣立車城國小,屏東縣車城鄉,True,250,高雄,高雄市,150,對敏感族群不健康,74147.94153739233,High Risk,"水災,震災,海嘯",22.0749,120.7146
長樂國小,屏東縣滿州鄉,True,120,高雄,高雄市,150,對敏感族群不健康,81169.54926382026,High Risk,"水災,土石流,海嘯",22.0755,120.8286
車城福安宮香客大樓,屏東縣車城鄉,True,100,高雄,高雄市,150,對敏感族群不健康,73836.8716011801,High Risk,"水災,震災,海嘯",22.0766,120.7119
朗島國小,臺東縣蘭嶼鄉,True,100,高雄,高雄市,150,對敏感族群不健康,138962.91478044595,High Risk,"水災,震災,土石流",22.0792,121.5286
屏東縣立車城國小溫泉分校,屏東縣車城鄉,True,63,高雄,高雄市,150,對敏感族群不健康,74250.22651143682,High Risk,"水災,震災,海嘯",22.096,120.7487
九棚永久屋大愛基地活動中心,屏東縣滿州鄉,True,100,高雄,高雄市,150,對敏感族群不健康,81403.6330628897,High Risk,"水災,震災,土石流",22.111079,120.87378
高士國小,屏東縣牡丹鄉,True,350,高雄,高雄市,150,對敏感族群不健康,78383.69293640266,High Risk,"水災,震災,土石流,海嘯",22.1248,120.847
石門村活動中心,屏東縣牡丹鄉,True,100,高雄,高雄市,150,對敏感族群不健康,73301.20269627952,High Risk,"水災,震災,土石流,海嘯",22.1254,120.774
港仔活動中心,屏東縣滿州鄉,True,50,高雄,高雄市,150,對敏感族群不健康,80231.99032066781,High Risk,"水災,土石流",22.1334,120.8815
竹坑活動中心,屏東縣獅子鄉,True,40,高雄,高雄市,150,對敏感族群不健康,66924.27977880833,High Risk,"水災,震災,土石流",22.1454,120.7012
牡丹國小,屏東縣牡丹鄉,True,350,高雄,高雄市,150,對敏感族群不健康,73653.36918007417,High Risk,"水災,震災,土石流,海嘯",22.1766,120.8377
楓港國民小學,屏東縣枋山鄉,True,90,高雄,高雄市,150,對敏感族群不健康,62396.52088911802,High Risk,"水災,震災,土石流,海嘯",22.1902,120.6922
旭海村活動中心,屏東縣牡丹鄉,True,250,高雄,高雄市,150,對敏感族群不健康,75673.98394166188,High Risk,"水災,震災,土石流",22.1917,120.8786
楓港老人文康中心,屏東縣枋山鄉,True,80,高雄,高雄市,150,對敏感族群不健康,61979.92472097089,High Risk,"水災,震災,土石流,海嘯",22.193,120.6895
楓林國小,屏東縣獅子鄉,True,50,高雄,高雄市,150,對敏感族群不健康,62112.70730028732,High Risk,"水災,震災,土石流",22.2022,120.7038
丹路國小,屏東縣獅子鄉,True,50,高雄,高雄市,150,對敏感族群不健康,65271.21961058993,High Risk,"水災,震災,土石流",22.2034,120.7515
獅子鄉立綜合體育館,屏東縣獅子鄉,True,100,高雄,高雄市,150,對敏感族群不健康,61706.82623891413,High Risk,"水災,震災,土石流",22.2051,120.7014
東源村活動中心,屏東縣牡丹鄉,True,250,高雄,高雄市,150,對敏感族群不健康,72538.61961309114,High Risk,"水災,震災,土石流,海嘯",22.2052,120.851
內文活動中心,屏東縣獅子鄉,True,40,高雄,高雄市,150,對敏感族群不健康,71571.81147624162,High Risk,"水災,震災,土石流",22.2183,120.8507
獅子活動中心,屏東縣獅子鄉,True,0,高雄,高雄市,150,對敏感族群不健康,58007.14928741732,High Risk,"水災,震災,土石流",22.2323,120.6805
草埔活動中心,屏東縣獅子鄉,True,40,高雄,高雄市,150,對敏感族群不健康,66579.6333626176,High Risk,"水災,土石流",22.2341,120.8014
枋山鄉公所,屏東縣枋山鄉,True,50,高雄,高雄市,150,對敏感族群不健康,53452.515637847144,High Risk,"水災,震災,土石流,海嘯",22.26396799,120.6524235
枋寮高中正成分校,屏東縣枋山鄉,True,150,高雄,高雄市,150,對敏感族群不健康,53972.111076979265,High Risk,"水災,土石流,海嘯",22.2643,120.6606
南田基督教會,臺東縣達仁鄉,True,50,高雄,高雄市,150,對敏感族群不健康,70934.0465387584,High Risk,,22.276682,120.890256
森永活動中心,臺東縣達仁鄉,True,100,高雄,高雄市,150,對敏感族群不健康,68523.27352462278,High Risk,,22.280641,120.864826
南田活動中心,臺東縣達仁鄉,True,100,高雄,高雄市,150,對敏感族群不健康,70221.1207957402,High Risk,,22.286514,120.888972
安朔基督教會,臺東縣達仁鄉,True,50,高雄,高雄市,150,對敏感族群不健康,67852.5186280525,High Risk,,22.292996,120.866016
安朔集會所,臺東縣達仁鄉,True,50,高雄,高雄市,150,對敏感族群不健康,67970.48141093487,High Risk,,22.293497,120.867753
安朔國小,臺東縣達仁鄉,True,200,高雄,高雄市,150,對敏感族群不健康,67966.52593385303,High Risk,,22.294292,120.868276
達仁鄉公所禮堂,臺東縣達仁鄉,True,100,高雄,高雄市,150,對敏感族群不健康,69077.56710417994,High Risk,,22.297005,120.883062
大南國民小學,臺東縣卑南鄉,True,50,高雄,高雄市,150,對敏感族群不健康,80734.21097542562,High Risk,,22.301654,121.016385
內獅國小,屏東縣獅子鄉,True,0,高雄,高雄市,150,對敏感族群不健康,49356.02409558674,High Risk,"水災,震災,土石流",22.3052,120.6427
南興村社區活動中心,臺東縣大武鄉,True,200,高雄,高雄市,150,對敏感族群不健康,68606.442584707,High Risk,"水災,土石流,海嘯",22.3104,120.8867
南福社區活動中心,屏東縣琉球鄉,True,50,高雄,高雄市,150,對敏感族群不健康,33944.663242333736,High Risk,"水災,震災,土石流,海嘯",22.3284,120.3634
加祿國民小學,屏東縣枋山鄉,True,60,高雄,高雄市,150,對敏感族群不健康,45807.497352838356,High Risk,"水災,震災,土石流,海嘯",22.3302,120.6211
大福社區活動中心,屏東縣琉球鄉,True,100,高雄,高雄市,150,對敏感族群不健康,33470.25723857071,High Risk,"水災,震災,土石流,海嘯",22.3338,120.3708
琉球國中,屏東縣琉球鄉,True,200,高雄,高雄市,150,對敏感族群不健康,33189.84930009269,High Risk,"水災,震災,土石流,海嘯",22.336,120.3685
琉球國小,屏東縣琉球鄉,True,200,高雄,高雄市,150,對敏感族群不健康,33065.81787458314,High Risk,"水災,震災,土石流,海嘯",22.3371,120.3683
尚武村社區活動中心,臺東縣大武鄉,True,100,高雄,高雄市,150,對敏感族群不健康,66403.92294523922,High Risk,"水災,震災,土石流,海嘯",22.342,120.8818
大武鄉立托兒所,臺東縣大武鄉,True,100,高雄,高雄市,150,對敏感族群不健康,66269.02595625189,High Risk,"水災,震災,土石流,海嘯",22.3425,120.8806
全德國小,屏東縣琉球鄉,True,200,高雄,高雄市,150,對敏感族群不健康,32083.492482551173,High Risk,"水災,震災,土石流,海嘯",22.3462,120.3692
琉球鄉公所,屏東縣琉球鄉,True,150,高雄,高雄市,150,對敏感族群不健康,31947.66797642657,High Risk,"水災,震災,土石流,海嘯",22.3501,120.3837
老人文康活動中心,屏東縣枋寮鄉,True,150,高雄,高雄市,150,對敏感族群不健康,42194.65117808976,High Risk,水災,22.3562,120.5997
大武老人會館,臺東縣大武鄉,True,150,高雄,高雄市,150,對敏感族群不健康,67652.59702468268,High Risk,"水災,震災,土石流,海嘯",22.3564,120.9038
大武鄉多功能綜合活動中心暨避難收容所,臺東縣大武鄉,True,300,高雄,高雄市,150,對敏感族群不健康,67806.18822945227,High Risk,"水災,震災,土石流,海嘯",22.3581,120.9064
古華社區活動中心,屏東縣春日鄉,True,100,高雄,高雄市,150,對敏感族群不健康,44001.07841915039,High Risk,"水災,土石流,海嘯",22.3596,120.6281
大武村社區活動中心,臺東縣大武鄉,True,100,高雄,高雄市,150,對敏感族群不健康,66913.85439966622,High Risk,"水災,土石流,海嘯",22.3596,120.8975
古華國民小學,屏東縣春日鄉,True,200,高雄,高雄市,150,對敏感族群不健康,43737.14232204195,High Risk,"水災,震災,土石流,海嘯",22.361,120.626
僑德國小,屏東縣枋寮鄉,True,320,高雄,高雄市,150,對敏感族群不健康,41664.49269425122,High Risk,水災,22.3631,120.6
枋寮國小,屏東縣枋寮鄉,True,189,高雄,高雄市,150,對敏感族群不健康,40630.28714920401,High Risk,"水災,震災",22.3678,120.5908
士文聚會所,屏東縣春日鄉,True,50,高雄,高雄市,150,對敏感族群不健康,46117.50536077324,High Risk,"水災,震災,土石流,海嘯",22.3685,120.6639
古華國民小學-士文分校,屏東縣春日鄉,True,60,高雄,高雄市,150,對敏感族群不健康,46057.51401877711,High Risk,"水災,震災,土石流,海嘯",22.3689,120.6635
春日社區活動中心,屏東縣春日鄉,True,50,高雄,高雄市,150,對敏感族群不健康,42905.28994056062,High Risk,"水災,震災,土石流,海嘯",22.3703,120.6243
春日國民小學,屏東縣春日鄉,True,200,高雄,高雄市,150,對敏感族群不健康,43110.5117528069,High Risk,"水災,震災,土石流,海嘯",22.3703,120.627
枋寮高中,屏東縣枋寮鄉,True,1136,高雄,高雄市,150,對敏感族群不健康,40367.04616652739,High Risk,"水災,震災",22.3711,120.5908
臺東縣立安朔國小新化分校,臺東縣達仁鄉,True,200,高雄,高雄市,150,對敏感族群不健康,62075.71331778132,High Risk,,22.381551,120.856773
建興國小,屏東縣枋寮鄉,True,162,高雄,高雄市,150,對敏感族群不健康,39952.955853950014,High Risk,"水災,震災,海嘯",22.387,120.6019
屏東市復興公園,屏東縣屏東市,True,1067,左營,高雄市,30,良好,26138.6059491845,Safe,,22.3931,120.2857
國立屏東高級工業職業學校,屏東縣屏東市,True,2523,左營,高雄市,30,良好,25999.15950213976,Safe,"水災,震災",22.3948,120.2912
東海國小,屏東縣枋寮鄉,True,524,高雄,高雄市,150,對敏感族群不健康,37020.12351028711,High Risk,"水災,震災,海嘯",22.4013,120.5773
屏東市千禧公園,屏東縣屏東市,True,1734,左營,高雄市,30,良好,24982.13966058033,Safe,"水災,震災",22.4044,120.2952
東海國小太源分校,屏東縣枋寮鄉,True,90,高雄,高雄市,150,對敏感族群不健康,37697.93328922529,High Risk,"水災,震災,海嘯",22.4082,120.593
國立佳冬高農,屏東縣佳冬鄉,True,239,高雄,高雄市,150,對敏感族群不健康,35029.41636331336,High Risk,水災,22.409,120.5584
屏東市廣興公園,屏東縣屏東市,True,755,左營,高雄市,30,良好,23989.146075297173,Safe,"水災,震災",22.413,120.2915
加津林活動中心,臺東縣大武鄉,True,200,高雄,高雄市,150,對敏感族群不健康,66687.94341659753,High Risk,"水災,土石流,海嘯",22.4162,120.9223
佳冬鄉立幼兒園,屏東縣佳冬鄉,True,200,高雄,高雄市,150,對敏感族群不健康,34597.53927481537,High Risk,"水災,震災,海嘯",22.423,120.5669
力里國民小學,屏東縣春日鄉,True,200,高雄,高雄市,150,對敏感族群不健康,39276.79101560939,High Risk,"水災,震災,土石流,海嘯",22.4277,120.629
春日鄉立老人文康中心,屏東縣春日鄉,True,120,高雄,高雄市,150,對敏感族群不健康,39165.12505839088,High Risk,"水災,震災,土石流,海嘯",22.428,120.6279
佳冬國中,屏東縣佳冬鄉,True,300,高雄,高雄市,150,對敏感族群不健康,34184.592133266626,High Risk,"水災,海嘯",22.4285,120.5668
屏東縣林邊鄉崎峰活動中心,屏東縣林邊鄉,True,200,高雄,高雄市,150,對敏感族群不健康,28609.85323747302,High Risk,"水災,震災,海嘯",22.4298,120.4902
來義鄉文物館,屏東縣來義鄉,True,100,高雄,高雄市,150,對敏感族群不健康,39576.33242743007,High Risk,"水災,震災,土石流",22.435,120.6379
南和國小,屏東縣來義鄉,True,200,高雄,高雄市,150,對敏感族群不健康,39896.01679794115,High Risk,"水災,震災,土石流",22.4364,120.6426
屏東縣林邊鄉仁和國民小學,屏東縣林邊鄉,True,200,高雄,高雄市,150,對敏感族群不健康,29397.246755925356,High Risk,"水災,震災,海嘯",22.4374,120.5114
土?天主堂,臺東縣達仁鄉,True,50,高雄,高雄市,150,對敏感族群不健康,61845.02204042894,High Risk,,22.453848,120.886914
臺東縣立土?國小,臺東縣達仁鄉,True,200,高雄,高雄市,150,對敏感族群不健康,61917.88553375481,High Risk,,22.453853,120.887664
達仁鄉立土?托兒所,臺東縣達仁鄉,True,160,高雄,高雄市,150,對敏感族群不健康,61717.05652638598,High Risk,,22.454897,120.885982
大潭國小,屏東縣東港鎮,True,150,高雄,高雄市,150,對敏感族群不健康,26726.149978757254,High Risk,"水災,震災",22.456799,120.495771
愛國蒲分校,臺東縣大武鄉,True,100,高雄,高雄市,150,對敏感族群不健康,65218.62510974201,High Risk,"水災,震災,土石流,海嘯",22.4575,120.9227
以栗國小,屏東縣東港鎮,True,300,高雄,高雄市,150,對敏感族群不健康,24026.757824415294,High Risk,"水災,震災",22.4624,120.4629
東隆宮香客大樓,屏東縣東港鎮,True,300,高雄,高雄市,150,對敏感族群不健康,23081.544661742686,High Risk,水災,22.4631,120.4488
太麻里鄉多良村辦公處,臺東縣太麻里鄉,True,80,高雄,高雄市,150,對敏感族群不健康,66878.80119564278,High Risk,"水災,土石流,海嘯",22.4631,120.9414
東隆國小,屏東縣東港鎮,True,500,高雄,高雄市,150,對敏感族群不健康,23125.209798375807,High Risk,"水災,震災",22.463386,120.449937
望嘉警察派出所,屏東縣來義鄉,True,100,高雄,高雄市,150,對敏感族群不健康,36486.88538871964,High Risk,"水災,震災,土石流",22.4636,120.6218
