shelter_name,shelter_location,is_indoor,capacity,nearest_aqi_station,nearest_aqi_county,nearest_aqi,nearest_aqi_level,distance_to_station_m,risk_label,disaster_types,shelter_lat,shelter_lon
臺南市善化區大成國小,臺南市善化區,True,420,台南,台南市,37,良好,15901.11892503711,Safe,"水災,震災",23.1284,120.2951
高雄市桃源區興中國民小學,高雄市桃源區,True,199,嘉義,嘉義市,40,良好,47831.210512047066,Safe,"水災,震災",23.128565,120.719029
高中社區活動中心,高雄市桃源區,True,80,嘉義,嘉義市,40,良好,47826.32112995946,Safe,"水災,海嘯",23.1286,120.719
高雄市桃源區興中國民小學,高雄市桃源區,True,250,嘉義,嘉義市,40,良好,47826.32112995946,Safe,"水災,海嘯",23.1286,120.719
三仙真耶穌教會 San-Xian True Jesus Church,臺東縣成功鎮,True,50,嘉義,嘉義市,40,良好,104664.25024369397,Safe,海嘯,23.129168,121.400094
臺南市玉井區清芳社區活動中心,臺南市玉井區,True,60,台南,台南市,37,良好,28783.08837170073,Safe,水災,23.1313,120.4693
陸安聚會所,臺東縣池上鄉,True,100,嘉義,嘉義市,40,良好,84713.59757151552,Safe,"水災,震災,土石流",23.1315,121.1867
臺南市七股區七股社區活動中心,臺南市七股區,True,50,台南,台南市,37,良好,18076.252426618474,Safe,"水災,震災",23.1343,120.1275
臺南市善化區善化國小,臺南市善化區,True,400,台南,台南市,37,良好,16343.621026104402,Safe,"水災,震災",23.1354,120.2888
臺南市善化區文正社區活動中心,臺南市善化區,True,170,台南,台南市,37,良好,16349.401058846202,Safe,水災,23.1364,120.2863
臺南市七股區玉成社區活動中心,臺南市七股區,True,44,台南,台南市,37,良好,17939.042312974678,Safe,"水災,震災",23.1369,120.1343
臺南市七股區龍山里漁民活動中心,臺南市七股區,True,326,台南,台南市,37,良好,19097.99566895194,Safe,"水災,震災",23.1371,120.1146
臺南市善化區文康育樂中心,臺南市善化區,True,560,台南,台南市,37,良好,16601.682002715883,Safe,"水災,震災",23.1378,120.2891
臺南市善化區茄拔國小,臺南市善化區,True,350,台南,台南市,37,良好,18361.43726119468,Safe,"水災,震災",23.1383,120.3248
臺南市善化區牛庄里活動中心,臺南市善化區,True,170,台南,台南市,37,良好,17968.240197275045,Safe,"水災,震災",23.1385,120.3172
臺南市善化區老人文康活動中心,臺南市善化區,True,440,台南,台南市,37,良好,18398.72371900471,Safe,"水災,震災",23.1387,120.3248
臺南市善化區老人文康活動中心,臺南市善化區,True,440,台南,台南市,37,良好,18398.72371900471,Safe,"水災,震災",23.1387,120.3248
臺南市七股區七股國小,臺南市七股區,True,145,台南,台南市,37,良好,17941.407962384637,Safe,"水災,震災,海嘯",23.1392,120.1384
臺南市西港區永樂里活動中心,臺南市西港區,True,250,台南,台南市,37,良好,15530.277776260782,Safe,"水災,震災",23.1392,120.2159
臺南市七股區私立昭明國中,臺南市七股區,True,350,台南,台南市,37,良好,18040.222454242128,Safe,"水災,震災,海嘯",23.1422,120.1422
臺南市善化區陽明國小,臺南市善化區,True,400,台南,台南市,37,良好,16604.921513529163,Safe,"水災,震災",23.143,120.2733
臺南市大內區頭社社區活動中心,臺南市大內區,True,20,台南,台南市,37,良好,22674.267131847682,Safe,水災,23.143,120.3848
豐南社區活動中心,花蓮縣富里鄉,True,50,嘉義,嘉義市,40,良好,91696.4697845386,Safe,"水災,震災,土石流,海嘯",23.143,121.2686
臺南市佳里區通興國小,臺南市佳里區,True,1400,台南,台南市,37,良好,17602.872964592938,Safe,"水災,震災",23.1448,120.1576
臺南市大內區環湖社區活動中心,臺南市大內區,True,65,台南,台南市,37,良好,25537.52937687476,Safe,"水災,震災",23.145,120.4204
臺南市七股區大埕里漁民活動中心,臺南市七股區,True,127,台南,台南市,37,良好,18338.300496319967,Safe,"水災,震災",23.1452,120.1421
臺南市善化區胡家里活動中心,臺南市善化區,True,270,台南,台南市,37,良好,16850.859301330358,Safe,"水災,震災",23.1456,120.2722
高雄市甲仙區小林國民小學備用,高雄市甲仙區,True,370,嘉義,嘉義市,40,良好,41326.50062129697,Safe,"水災,震災",23.148576,120.63203
臺南市七股區?榔里多功能活動中心,臺南市七股區,True,138,台南,台南市,37,良好,18242.446331482282,Safe,"水災,震災,海嘯",23.1487,120.1518
臺南市七股區大寮社區活動中心,臺南市七股區,True,143,台南,台南市,37,良好,18338.694978477954,Safe,"水災,震災",23.1502,120.1531
小林社區活動中心備用,高雄市甲仙區,True,0,嘉義,嘉義市,40,良好,41322.27796005311,Safe,,23.1503,120.6356
臺南市七股區鹽埕社區活動中心,臺南市七股區,True,138,台南,台南市,37,良好,21948.943010707288,Safe,"水災,震災",23.1512,120.0891
臺南市善化區溪美社區活動中心,臺南市善化區,True,300,台南,台南市,37,良好,17819.071006680468,Safe,"水災,震災",23.1512,120.2843
臺南市佳里區仁愛國小,臺南市佳里區,True,1700,台南,台南市,37,良好,17725.21892041268,Safe,"水災,震災",23.1532,120.1794
臺南市善化區田寮里活動中心,臺南市善化區,True,300,台南,台南市,37,良好,18796.798568879774,Safe,水災,23.1533,120.3041
臺南市七股區中寮社區活動中心,臺南市七股區,True,331,台南,台南市,37,良好,21049.912358436526,Safe,"水災,震災",23.1546,120.1083
臺南市七股區城內里活動中心,臺南市七股區,True,104,台南,台南市,37,良好,21038.126987060125,Safe,"水災,震災",23.1546,120.1085
臺南市善化區六德里活動中心,臺南市善化區,True,140,台南,台南市,37,良好,18984.449561031724,Safe,"水災,震災",23.1552,120.304
臺南市善化區大同國小,臺南市善化區,True,500,台南,台南市,37,良好,19087.583040934758,Safe,"水災,震災",23.1555,120.3057
臺南市西港區圖書館,臺南市西港區,True,210,台南,台南市,37,良好,17494.982947910823,Safe,水災,23.1556,120.2023
臺南市西港區後營國小金砂分校,臺南市西港區,True,290,台南,台南市,37,良好,17556.573875953174,Safe,"水災,震災",23.156565,120.205562
"成功鎮忠孝國民小學 Jhong-Hsiao Elementary School, Chenggon Township",臺東縣成功鎮,True,150,嘉義,嘉義市,40,良好,103491.64834636821,Safe,"水災,土石流",23.156879,121.399532
小港活動中心 Siao-Gang Community Center,臺東縣成功鎮,True,20,嘉義,嘉義市,40,良好,103596.75678567887,Safe,"水災,土石流",23.157523,121.400891
臺南市佳里區佳里國中,臺南市佳里區,True,3600,台南,台南市,37,良好,18464.36769688451,Safe,"水災,震災",23.1577,120.1707
臺南市七股區篤加社區活動中心,臺南市七股區,True,238,台南,台南市,37,良好,20414.15949995091,Safe,"水災,震災",23.1592,120.1277
臺南市佳里區信義國小,臺南市佳里區,True,1700,台南,台南市,37,良好,18339.647144256618,Safe,"水災,震災",23.1596,120.1821
高雄市桃源區桃源國民小學,高雄市桃源區,True,2871,嘉義,嘉義市,40,良好,48048.41691122285,Safe,"水災,震災",23.160472,120.765756
桃源文物館,高雄市桃源區,True,150,嘉義,嘉義市,40,良好,48049.13539331537,Safe,"水災,海嘯",23.1605,120.7658
玉寶宮,花蓮縣富里鄉,True,20,嘉義,嘉義市,40,良好,88191.83593240633,Safe,"水災,土石流",23.1612,121.2399
臺南市麻豆區太子宮預備,臺南市麻豆區,True,1200,台南,台南市,37,良好,18037.963418096148,Safe,水災,23.1613,120.2446
臺南市佳里區六里活動中心,臺南市佳里區,True,400,台南,台南市,37,良好,18542.490374415152,Safe,"水災,震災",23.1616,120.1826
臺南市佳里區佳里國小,臺南市佳里區,True,1750,台南,台南市,37,良好,19072.102344385446,Safe,"水災,震災",23.1639,120.1723
坪林國小坪?分校〈音樂教室.綜合教室.籃球場〉,臺中市太平區,True,58,嘉義,嘉義市,40,良好,69955.22002406129,Safe,水災,23.1671,121.0434
原霧鹿托兒所,臺東縣海端鄉,True,50,嘉義,嘉義市,40,良好,69927.81873697463,Safe,"水災,震災,土石流,海嘯",23.16749,121.043335
臺南市佳里區北門高中,臺南市佳里區,True,2460,台南,台南市,37,良好,19333.505815210847,Safe,"水災,震災",23.1675,120.1766
霧鹿國小Wulu Elementary School,臺東縣海端鄉,True,180,嘉義,嘉義市,40,良好,69669.82874666972,Safe,"水災,震災,土石流,海嘯",23.16932024,121.0415684
臺南市七股區西寮社區活動中心,臺南市七股區,True,316,台南,台南市,37,良好,23124.22241218667,Safe,"水災,震災",23.1701,120.097
臺南市官田區渡拔國小,臺南市官田區,True,550,台南,台南市,37,良好,21566.846309891866,Safe,"水災,震災",23.1708,120.3266
永豐社區活動中心,花蓮縣富里鄉,True,50,嘉義,嘉義市,40,良好,89301.43319321828,Safe,"水災,土石流",23.1714,121.2565
高雄市立桃源國民中學,高雄市桃源區,True,329,嘉義,嘉義市,40,良好,47798.545536484446,Safe,"水災,震災",23.171435,120.774908
勤和活動中心,高雄市桃源區,True,80,嘉義,嘉義市,40,良好,47834.57585402537,Safe,"水災,海嘯",23.1716,120.7756
臺南市南化區關山里活動中心,臺南市南化區,True,90,嘉義,嘉義市,40,良好,37200.97915188086,Safe,"水災,震災,土石流",23.1735,120.5949
臺南市南化區瑞峰國小,臺南市南化區,True,30,嘉義,嘉義市,40,良好,37207.15436646296,Safe,"水災,震災,土石流",23.1736,120.5953
臺南市佳里區子龍國小,臺南市佳里區,True,1680,台南,台南市,37,良好,19514.844109139696,Safe,"水災,震災",23.1739,120.202
臺南市楠西區公所,臺南市楠西區,True,40,台南,台南市,37,良好,32857.00689084681,Safe,"水災,土石流",23.17414,120.48633
臺南市楠西區楠西國小,臺南市楠西區,True,690,台南,台南市,37,良好,32735.92460176247,Safe,"水災,震災,土石流",23.174264,120.484764
富里老人文康中心,花蓮縣富里鄉,True,100,嘉義,嘉義市,40,良好,88330.23465682294,Safe,"水災,土石流",23.174527,121.247624
臺南市佳里區北門農工,臺南市佳里區,True,2470,台南,台南市,37,良好,20130.56604126789,Safe,"水災,震災",23.1757,120.1799
臺南市麻豆區龍泉社區活動中心預備,臺南市麻豆區,True,50,台南,台南市,37,良好,20041.720168875643,Safe,水災,23.178,120.257
石平社區活動中心,花蓮縣卓溪鄉,True,50,嘉義,嘉義市,40,良好,87058.55019668546,Safe,"水災,土石流",23.1784,121.2359
臺南市佳里區延平國小,臺南市佳里區,True,1550,台南,台南市,37,良好,21263.957530242806,Safe,"水災,震災",23.1785,120.1526
富里鄉公所2樓,花蓮縣富里鄉,True,100,嘉義,嘉義市,40,良好,88370.46118062107,Safe,"水災,土石流",23.1795,121.2503
臺南市楠西區老人文康活動中心,臺南市楠西區,True,80,台南,台南市,37,良好,33022.78809432953,Safe,"水災,土石流",23.180566,120.483134
臺南市七股區頂山里漁民活動中心,臺南市七股區,True,121,台南,台南市,37,良好,23353.867840653573,Safe,"水災,震災",23.1815,120.1122
臺南市官田區社子社區活動中心,臺南市官田區,True,30,台南,台南市,37,良好,24352.930240387366,Safe,水災,23.1818,120.3595
臺南市楠西區玄空法寺,臺南市楠西區,True,50,台南,台南市,37,良好,33066.577990848724,Safe,"水災,土石流",23.182021,120.482457
臺南市楠西區楠西國中,臺南市楠西區,True,630,嘉義,嘉義市,40,良好,33260.4926503372,Safe,"水災,震災,土石流",23.182736,120.484334
臺南市佳里區佳興國中,臺南市佳里區,True,1950,台南,台南市,37,良好,20594.242373360343,Safe,"水災,震災",23.1829,120.1959
麻豆國中學生活動中心,臺南市麻豆區,True,400,台南,台南市,37,良好,20695.455247353417,Safe,震災,23.183514,120.259982
臺南市麻豆區公所3樓預備,臺南市麻豆區,True,200,台南,台南市,37,良好,20790.489714074145,Safe,水災,23.1846,120.2585
臺南市麻豆區台灣首府大學圖資大樓6樓預備,臺南市麻豆區,True,300,台南,台南市,37,良好,20968.31013973163,Safe,水災,23.1847,120.2677
臺南市官田區官田社區活動中心,臺南市官田區,True,90,台南,台南市,37,良好,23614.085795200433,Safe,水災,23.1855,120.3391
國立曾文高級農工職業學校操場室外避難處所,臺南市麻豆區,True,1300,台南,台南市,37,良好,21146.26748891464,Safe,震災,23.1872,120.2627
臺南市佳里區興化社區活動中心,臺南市佳里區,True,350,台南,台南市,37,良好,21253.714013284753,Safe,"水災,震災",23.1873,120.186
臺南市七股區後港國小操場,臺南市七股區,True,600,台南,台南市,37,良好,22907.507171110086,Safe,震災,23.187513,120.134384
臺南市七股區後港國中操場,臺南市七股區,True,200,台南,台南市,37,良好,22960.705009612153,Safe,震災,23.188062,120.134441
臺南市七股區大潭里漁民活動中心,臺南市七股區,True,177,台南,台南市,37,良好,23038.460350721132,Safe,"水災,震災",23.1881,120.1327
臺南市官田區東西庄社區活動中心,臺南市官田區,True,70,台南,台南市,37,良好,22101.32710857005,Safe,水災,23.1881,120.2964
臺南市官田區官田國民中學,臺南市官田區,True,2890,台南,台南市,37,良好,22917.615395919816,Safe,"水災,震災",23.18904,120.315915
臺南市佳里區佳興國小,臺南市佳里區,True,1440,台南,台南市,37,良好,21325.24460416043,Safe,"水災,震災",23.1891,120.1928
臺南市將軍區朝天宮,臺南市將軍區,True,50,台南,台南市,37,良好,25284.100170808433,Safe,水災,23.1899,120.0911
臺南市麻豆區代天府總站,臺南市麻豆區,True,2100,台南,台南市,37,良好,21431.140085766197,Safe,水災,23.1902,120.2601
臺南市官田區大崎社區活動中心,臺南市官田區,True,60,台南,台南市,37,良好,25806.60128536853,Safe,水災,23.1906,120.3707
臺南市官田區隆田國小活動中心,臺南市官田區,True,1000,台南,台南市,37,良好,23178.61299359242,Safe,"水災,震災",23.1923,120.3141
基督長老教會The Presbyterian Church（博愛教會 Bo-ai Church）,臺東縣成功鎮,True,50,嘉義,嘉義市,40,良好,101767.17905709757,Safe,"水災,土石流",23.192472,121.395353
石牌社區活動中心,花蓮縣富里鄉,True,30,嘉義,嘉義市,40,良好,89150.90945420912,Safe,"水災,土石流",23.1928,121.2643
臺南市官田區體育公園,臺南市官田區,True,280,台南,台南市,37,良好,23314.107668618024,Safe,震災,23.193074,120.315519
南港社區活動中心,澎湖縣七美鄉,True,200,台南,台南市,37,良好,84704.03557206792,Safe,"水災,海嘯",23.193387,119.425916
臺南市官田區隆本里活動中心,臺南市官田區,True,60,台南,台南市,37,良好,23803.6842612248,Safe,水災,23.1977,120.3159
臺南市將軍區漚汪國小,臺南市將軍區,True,300,台南,台南市,37,良好,23063.067216671523,Safe,"水災,震災,海嘯",23.1978,120.1594
臺南市將軍區漚汪國小,臺南市將軍區,True,300,台南,台南市,37,良好,23063.067216671523,Safe,"水災,震災,海嘯",23.1978,120.1594
臺南市佳里區營頂社區活動中心,臺南市佳里區,True,300,台南,台南市,37,良好,22395.171102246804,Safe,"水災,震災",23.1987,120.1918
明里社區活動中心,花蓮縣富里鄉,True,50,嘉義,嘉義市,40,良好,87717.09070429548,Safe,"水災,土石流",23.1998,121.2522
臺南市將軍區老人文康活動中心,臺南市將軍區,True,200,台南,台南市,37,良好,23366.879674452655,Safe,"水災,震災,海嘯",23.201,120.1606
臺南市將軍區老人文康活動中心,臺南市將軍區,True,200,台南,台南市,37,良好,23366.879674452655,Safe,"水災,震災,海嘯",23.201,120.1606
羅山縱管處,花蓮縣富里鄉,True,50,嘉義,嘉義市,40,良好,90057.00506372591,Safe,"水災,土石流",23.2021,121.2776
七美鄉老人文康老人中心,澎湖縣七美鄉,True,600,台南,台南市,37,良好,84688.96839540148,Safe,"水災,海嘯",23.202412,119.428683
七美國小視聽教室,澎湖縣七美鄉,True,46,台南,台南市,37,良好,84699.72817416742,Safe,"水災,震災,海嘯",23.2025,119.4286
臺南市麻豆區海埔池王府預備,臺南市麻豆區,True,300,台南,台南市,37,良好,22655.870960642453,Safe,水災,23.2032,120.2122
臺南市麻豆區港尾社區活動中心預備,臺南市麻豆區,True,50,台南,台南市,37,良好,22841.776217081344,Safe,水災,23.2042,120.2036
臺南市佳里區溪州社區活動中心,臺南市佳里區,True,300,台南,台南市,37,良好,23191.568066719243,Safe,"水災,震災",23.2047,120.184
海豐社區活動中心,澎湖縣七美鄉,True,47,台南,台南市,37,良好,84308.6828409304,Safe,"水災,震災",23.2056,119.4335
中和村社區活動中心,澎湖縣七美鄉,True,54,台南,台南市,37,良好,84708.46927505749,Safe,"水災,震災,海嘯",23.2058,119.4295
臺南市將軍區將軍國中,臺南市將軍區,True,300,台南,台南市,37,良好,24206.205862467927,Safe,"水災,震災,海嘯",23.206,120.1507
臺南市將軍區將軍國中,臺南市將軍區,True,300,台南,台南市,37,良好,24206.205862467927,Safe,"水災,震災,海嘯",23.206,120.1507
臺南市將軍區三吉社區活動中心,臺南市將軍區,True,50,台南,台南市,37,良好,24887.170254300672,Safe,水災,23.2068,120.1341
平和社區活動中心,澎湖縣七美鄉,True,58,台南,台南市,37,良好,84829.88003992819,Safe,"水災,震災,海嘯",23.2069,119.4286
臺南市下營區老人休閒活動中心,臺南市下營區,True,50,台南,台南市,37,良好,23457.56558946718,Safe,水災,23.2082,120.2632
宜灣天主堂Yi-Wan Catholic Church,臺東縣成功鎮,True,30,嘉義,嘉義市,40,良好,101658.40022399959,Safe,"水災,土石流",23.210374,121.400535
臺南市將軍區玉山社區活動中心,臺南市將軍區,True,100,台南,台南市,37,良好,25747.963498760913,Safe,"水災,震災",23.2109,120.1232
西湖社區活動中心,澎湖縣七美鄉,True,49,台南,台南市,37,良好,84069.25989785722,Safe,"水災,震災",23.211,119.4376
東湖社區暨農漁民活動中心,澎湖縣七美鄉,True,200,台南,台南市,37,良好,84095.64642949901,Safe,"水災,海嘯",23.211082,119.437357
臺南市官田區南?里活動中心,臺南市官田區,True,110,台南,台南市,37,良好,24845.14296647446,Safe,水災,23.2116,120.3046
臺南市下營區中營國小活動中心,臺南市下營區,True,200,台南,台南市,37,良好,24230.416552715036,Safe,"水災,震災",23.213,120.2764
七美國中學生活動中心,澎湖縣七美鄉,True,300,台南,台南市,37,良好,85020.19233146386,Safe,"水災,震災,海嘯",23.2135,119.4287
臺南市將軍區將軍國小,臺南市將軍區,True,300,台南,台南市,37,良好,25651.827196124737,Safe,"水災,震災",23.21436,120.13448
臺南市將軍區將軍國小,臺南市將軍區,True,300,台南,台南市,37,良好,25651.827196124737,Safe,"水災,震災",23.21436,120.13448
雙湖國小學生活動中心,澎湖縣七美鄉,True,85,台南,台南市,37,良好,84991.60194826455,Safe,"水災,震災",23.2148,119.4294
臺南市官田區二鎮社區活動中心,臺南市官田區,True,200,台南,台南市,37,良好,26306.060880507684,Safe,水災,23.2168,120.3296
民族平台避難屋,高雄市那瑪夏區,True,180,嘉義,嘉義市,40,良好,38371.709929218625,Safe,"水災,震災,土石流,海嘯",23.2173,120.6927
臺南市六甲區嘉南國民小學,臺南市官田區,True,400,台南,台南市,37,良好,28023.12809885918,Safe,"水災,震災",23.217484,120.365156
臺南市將軍區苓保社區活動中心,臺南市將軍區,True,50,台南,台南市,37,良好,24992.46762939352,Safe,水災,23.2175,120.1657
台灣基督長老教會南布中會復興教會,高雄市桃源區,True,60,嘉義,嘉義市,40,良好,46546.02417991589,Safe,"水災,海嘯",23.218,120.8046
高雄市桃源區樟山國民小學復興分校,高雄市桃源區,True,250,嘉義,嘉義市,40,良好,46546.02417991589,Safe,"水災,海嘯",23.218,120.8046
臺南市下營區中營開化社區活動中心,臺南市下營區,True,50,台南,台南市,37,良好,24776.934681655122,Safe,水災,23.2181,120.276
臺南市將軍區馬沙溝濱海活動中心,臺南市將軍區,True,50,台南,台南市,37,良好,27770.362763732574,Safe,水災,23.2182,120.095
財團法人基督復臨安息日教會台灣區復興教會,高雄市桃源區,True,60,嘉義,嘉義市,40,良好,46624.8575196461,Safe,"水災,海嘯",23.2187,120.8062
臺南市六甲區大丘里活動中心,臺南市六甲區,True,50,嘉義,嘉義市,40,良好,29048.588477330755,Safe,水災,23.2191,120.4369
古風國小,花蓮縣卓溪鄉,True,100,嘉義,嘉義市,40,良好,88153.09298640718,Safe,"水災,土石流",23.2192,121.2645
臺南市將軍區苓和國小,臺南市將軍區,True,300,台南,台南市,37,良好,25357.70720667096,Safe,"水災,震災,海嘯",23.219838,120.161368
臺南市將軍區苓和國小,臺南市將軍區,True,300,台南,台南市,37,良好,25357.70720667096,Safe,"水災,震災,海嘯",23.219838,120.161368
臺南市下營區中營地區民眾活動中心,臺南市下營區,True,260,台南,台南市,37,良好,25158.692926176136,Safe,水災,23.22,120.2839
崙天社區活動中心,花蓮縣卓溪鄉,True,50,嘉義,嘉義市,40,良好,88154.84373095338,Safe,"水災,土石流",23.2202,121.2649
臺南市將軍區苓和社區活動中心,臺南市將軍區,True,100,台南,台南市,37,良好,25296.265864773908,Safe,"水災,震災",23.2206,120.1669
臺南市將軍區廣安宮,臺南市將軍區,True,50,台南,台南市,37,良好,27066.716287784922,Safe,水災,23.221,120.1162
臺南市六甲區七甲龍湖聯合多功能活動中心,臺南市六甲區,True,100,台南,台南市,37,良好,27539.66819382491,Safe,水災,23.2223,120.3454
臺南市將軍區北埔社區活動中心,臺南市將軍區,True,100,台南,台南市,37,良好,25988.832016349676,Safe,"水災,震災",23.2224,120.1491
膽曼社區活動中心,臺東縣長濱鄉,True,100,嘉義,嘉義市,40,良好,102590.7498298318,Safe,"水災,震災,土石流,海嘯",23.223299,121.414327
臺南市將軍區巷口社區活動中心,臺南市將軍區,True,100,台南,台南市,37,良好,25841.14039333577,Safe,"水災,震災",23.2239,120.1596
臺南市六甲區六甲國小,臺南市六甲區,True,500,台南,台南市,37,良好,28091.109652054798,Safe,水災,23.2256,120.3503
新興竹田聯合社區活動中心,花蓮縣富里鄉,True,80,嘉義,嘉義市,40,良好,90360.85096408972,Safe,"水災,土石流",23.2261,121.2899
臺南市六甲區王爺里活動中心,臺南市六甲區,True,100,嘉義,嘉義市,40,良好,28626.53209057324,Safe,水災,23.2266,120.4002
臺南市六甲區甲南里活動中心,臺南市六甲區,True,100,台南,台南市,37,良好,28306.461161127503,Safe,水災,23.2267,120.3526
臺南市六甲區六甲國中,臺南市六甲區,True,400,台南,台南市,37,良好,28176.498540537777,Safe,水災,23.2271,120.3489
臺南市六甲區二甲里活動中心,臺南市六甲區,True,50,台南,台南市,37,良好,28120.981914837008,Safe,水災,23.2278,120.3461
臺南市學甲區東陽國小活動中心,臺南市學甲區,True,500,台南,台南市,37,良好,25738.03327460278,Safe,"水災,震災",23.2279,120.1835
臺南市六甲區六甲里活動中心,臺南市六甲區,True,200,台南,台南市,37,良好,28433.958089160948,Safe,"水災,震災",23.2295,120.3493
學甲區綜合體育館,臺南市學甲區,True,250,台南,台南市,37,良好,25993.144575287413,Safe,水災,23.229895,120.181455
臺南市學甲藝文展示館,臺南市學甲區,True,150,台南,台南市,37,良好,25980.1773039434,Safe,水災,23.2299,120.1822
臺南市學甲區公所,臺南市學甲區,True,300,台南,台南市,37,良好,26039.27029443883,Safe,"水災,震災",23.230484,120.18247
臺南市學甲區慈福里活動中心,臺南市學甲區,True,90,台南,台南市,37,良好,26097.8094580073,Safe,水災,23.2312,120.1836
臺南市六甲區甲東里活動中心,臺南市六甲區,True,30,台南,台南市,37,良好,28887.470162176076,Safe,水災,23.2313,120.3553
臺南市六甲區公所,臺南市六甲區,True,100,台南,台南市,37,良好,28553.77157974191,Safe,水災,23.2315,120.3475
臺南市六甲區多功能運動公園,臺南市六甲區,True,500,台南,台南市,37,良好,28468.518683130103,Safe,震災,23.232106,120.344149
臺南市下營區下營國小活動中心,臺南市下營區,True,400,台南,台南市,37,良好,26059.482573740792,Safe,"水災,震災",23.2322,120.2606
臺南市學甲區慈濟宮,臺南市學甲區,True,180,台南,台南市,37,良好,26405.005123586317,Safe,水災,23.2335,120.1805
臺南市六甲區水林里活動中心,臺南市六甲區,True,100,台南,台南市,37,良好,28715.10930080064,Safe,水災,23.2335,120.3466
臺南市下營區大屯社區活動中心,臺南市下營區,True,160,台南,台南市,37,良好,26092.48635919301,Safe,水災,23.2343,120.2388
臺南市下營區下營上帝廟,臺南市下營區,True,170,台南,台南市,37,良好,26394.159320392773,Safe,水災,23.235185,120.26102
烏石鼻社區活動中心,臺東縣長濱鄉,True,60,嘉義,嘉義市,40,良好,102120.49028628875,Safe,"水災,震災,土石流,海嘯",23.235256,121.413271
臺南市六甲區菁埔里活動中心,臺南市六甲區,True,150,台南,台南市,37,良好,27357.18452874851,Safe,水災,23.2359,120.3025
臺南市六甲區中社里活動中心,臺南市六甲區,True,100,台南,台南市,37,良好,28237.75869311341,Safe,水災,23.237,120.3258
臺南市學甲區學甲國小體育館,臺南市學甲區,True,300,台南,台南市,37,良好,26990.575709110675,Safe,水災,23.2378,120.1745
臺南市北門區東隆宮,臺南市北門區,True,200,台南,台南市,37,良好,29012.53509174024,Safe,"水災,海嘯",23.2385,120.1121
臺南市下營區下營國中活動中心,臺南市下營區,True,550,台南,台南市,37,良好,26942.21733365604,Safe,"水災,震災",23.2387,120.2715
臺南市六甲區林鳳國小,臺南市六甲區,True,300,台南,台南市,37,良好,28441.844223046024,Safe,水災,23.239,120.3257
拉芙蘭里活動中心,高雄市桃源區,True,70,嘉義,嘉義市,40,良好,45695.09320318393,Safe,"水災,海嘯",23.239,120.8116
臺南市下營區下營地區民眾活動中心,臺南市下營區,True,200,台南,台南市,37,良好,27143.306080092992,Safe,水災,23.2418,120.2625
寧埔國民小學,臺東縣長濱鄉,True,140,嘉義,嘉義市,40,良好,101939.47719676197,Safe,"水災,震災,土石流,海嘯",23.244341,121.414152
長濱聯合村辦公處,臺東縣長濱鄉,True,70,嘉義,嘉義市,40,良好,102136.8199951433,Safe,"水災,震災,土石流,海嘯",23.244736,121.416268
寧埔社區活動中心,臺東縣長濱鄉,True,120,嘉義,嘉義市,40,良好,102136.8199951433,Safe,"震災,土石流",23.244736,121.416268
竹湖國民小學,臺東縣長濱鄉,True,140,嘉義,嘉義市,40,良好,102136.8199951433,Safe,"水災,震災,土石流,海嘯",23.244736,121.416268
樟原國民小學,臺東縣長濱鄉,True,140,嘉義,嘉義市,40,良好,102136.8199951433,Safe,"水災,震災,土石流,海嘯",23.244736,121.416268
臺南市學甲區中洲國小禮堂,臺南市學甲區,True,350,台南,台南市,37,良好,28112.70182952154,Safe,"水災,震災",23.2451,120.1599
臺南市下營區紅厝社區活動中心,臺南市下營區,True,80,台南,台南市,37,良好,27617.153323924824,Safe,水災,23.2455,120.2671
光榮社區活動中心,臺東縣長濱鄉,True,100,嘉義,嘉義市,40,良好,101775.69450447132,Safe,"水災,震災,土石流,海嘯",23.247318,121.413361
高雄市那瑪夏區民權國民小學,高雄市那瑪夏區,True,300,嘉義,嘉義市,40,良好,36526.4061802497,Safe,"水災,震災,土石流",23.2478,120.7021
西興村活動中心,嘉義縣大埔鄉,True,32,嘉義,嘉義市,40,良好,28639.89319097882,Safe,土石流,23.2491,120.5732
臺南市六甲區龜港里活動中心,臺南市六甲區,True,100,台南,台南市,37,良好,29021.17730660197,Safe,水災,23.2499,120.3084
臺南市下營區甲中里活動中心,臺南市下營區,True,90,台南,台南市,37,良好,28267.682835470176,Safe,水災,23.2504,120.274
萬寧社區活動中心,花蓮縣富里鄉,True,50,嘉義,嘉義市,40,良好,90338.89936510296,Safe,"水災,土石流",23.251,121.2982
高雄市桃源區樟山國民小學,高雄市桃源區,True,393,嘉義,嘉義市,40,良好,45469.35371172463,Safe,"水災,震災",23.252766,120.819366
八桑安社區社活動中心,臺東縣長濱鄉,True,110,嘉義,嘉義市,40,良好,102082.55022619704,Safe,"水災,震災,土石流,海嘯",23.253252,121.418162
臺南市下營區賀建國小活動中心,臺南市下營區,True,200,台南,台南市,37,良好,29158.03922174565,Safe,水災,23.2541,120.2969
臺南市鹽水區?頭港國小,臺南市鹽水區,True,250,台南,台南市,37,良好,28539.89378445282,Safe,"水災,震災",23.2557,120.2498
臺南市柳營區果毅後多功活動中心廣場,臺南市柳營區,True,100,嘉義,嘉義市,40,良好,26167.762112919987,Safe,震災,23.2571,120.3672
